block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,biasPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,contrast_gr,thisRow.t,notes,set_bias_condition.started,bias_file,bias_yn,set_bias_condition.stopped,fix.started,iti,grating_side,biasPoint,eccentricity,fix.stopped,trial.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.5,,,,,,0.044115499971667305,,0.012767915992299095,bias_block.xlsx,1,0.013248415983980522,0.026731874997494742,2.7655481038806347,-1,0.5,-0.35,2.802974374993937,2.803014124976471,,,,,,,
