thisRow.t,notes,block_breaks,welcome.started,continue_txt.started,welcome.stopped,mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.corr,mouse_1.clicked_name,instructions.started,instruction_txt.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,y,0.057432500063441694,0.07853133301250637,1.1054480000166222,[-0.015555555555555555],[-0.30444444444444446],[1],[0],[0],[1.047037833952345],[1],['continue_txt'],,,118529,2024-04-14_15h21.21.065,pedestal_cursor_ibl,2023.2.3,None,2024-04-14 15h21.33.489309 +0200,
,,,,,,,,,,,,,,1.1056041250703856,1.1135053749894723,,,,,,,
