block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,biasPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,contrast_gr,thisRow.t,notes,set_bias_condition.started,bias_file,bias_yn,set_bias_condition.stopped,fix.started,iti,grating_side,biasPoint,eccentricity,fix.stopped,trial.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.5,,,,,,0.05316162499366328,,0.015674958005547523,nobias_block.xlsx,0,0.016673792008077726,0.03203608299372718,2.004688879651911,1,0.5,0.35,2.0488622919947375,2.0489209170045797,,,,,,,
