block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,biasPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,contrast_gr,thisRow.t,notes,set_bias_condition.started,bias_file,bias_yn,set_bias_condition.stopped,fix.started,iti,grating_side,biasPoint,eccentricity,fix.stopped,trial.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.5,,,,,,0.03390995800145902,,0.010235291003482416,bias_block.xlsx,1,0.010843833006219938,0.02102237500366755,2.8441198469316014,1,0.5,0.35,2.86100949998945,2.8610394159913994,,,,,,,
