block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,biasPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,contrast_gr,thisRow.t,notes,set_bias_condition.started,bias_file,bias_yn,set_bias_condition.stopped,fix.started,iti,grating_side,biasPoint,eccentricity,fix.stopped,trial.started,trial.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.5,,,,,,0.042571541998768225,,0.01000712500535883,nobias_block.xlsx,0,0.010812624997925013,0.02498370799003169,1.673858431041636,1,0.5,0.35,1.701078417012468,1.7011142919945996,11.711008957994636,,,,,,,
