block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,biasPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,contrast_gr,thisRow.t,notes,set_bias_condition.started,bias_file,bias_yn,set_bias_condition.stopped,fix.started,iti,grating_side,biasPoint,eccentricity,fix.stopped,trial.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.5,,,,,,0.04403283400461078,,0.0181119590124581,nobias_block.xlsx,0,0.01904004201060161,0.030161500006215647,1.6857032492474853,1,0.5,0.35,1.718173500004923,1.7181992499972694,,,,,,,
