trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,fix.started,iti,grating_side,biasPoint,eccentricity,fix.stopped,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.03335929199238308,,0.015881250001257285,1.1686420101814752,-1,0.5,-0.35,1.188043625006685,1.1880844589904882,1.2152017090120353,[0.0],[0.0],[0],[0],[0],[0.0004719169810414314],[],484141,2024-03-27_15h33.18.032,mouse_version_ibl,2023.2.3,120.00329961293984,2024-03-27 15h33.25.421527 +0100,
1,0,1,0,1.2341939999896567,,1.216838166990783,1.9554549553233191,1,0.5,0.35,3.1787693339865655,3.178799292014446,5.777583749993937,"[-0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35444444444444445, -0.3566666666666667, -0.35888888888888887, -0.36333333333333334, -0.36333333333333334, -0.37222222222222223, -0.37222222222222223, -0.38, -0.38, -0.39111111111111113, -0.39666666666666667, -0.39666666666666667, -0.4077777777777778, -0.41333333333333333, -0.4211111111111111, -0.43, -0.43555555555555553, -0.4388888888888889, -0.4533333333333333, -0.46, -0.4677777777777778, -0.47555555555555556, -0.48333333333333334, -0.49, -0.49777777777777776, -0.5088888888888888, -0.5088888888888888, -0.5211111111111111, -0.5277777777777778, -0.5377777777777778, -0.5433333333333333, -0.55, -0.5555555555555556, -0.5622222222222222, -0.5688888888888889, -0.5711111111111111, -0.5766666666666667, -0.5822222222222222, -0.5866666666666667, -0.59, -0.5933333333333334, -0.5977777777777777, -0.6, -0.6033333333333334, -0.6055555555555555, -0.6111111111111112, -0.6111111111111112, -0.6177777777777778, -0.6177777777777778, -0.6244444444444445, -0.6244444444444445, -0.63, -0.6333333333333333, -0.6366666666666667, -0.6388888888888888, -0.6411111111111111, -0.6433333333333333, -0.6466666666666666, -0.6477777777777778, -0.65, -0.6511111111111111, -0.6544444444444445, -0.6566666666666666, -0.6588888888888889, -0.6611111111111111, -0.6633333333333333, -0.6666666666666666, -0.6733333333333333, -0.6733333333333333, -0.68, -0.6833333333333333, -0.6888888888888889, -0.6888888888888889, -0.6955555555555556, -0.6988888888888889, -0.7033333333333334, -0.71, -0.7144444444444444, -0.72, -0.7255555555555555, -0.7322222222222222, -0.7388888888888889, -0.7411111111111112, -0.7466666666666667, -0.7522222222222222, -0.7566666666666667, -0.76, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7644444444444445, -0.7611111111111111, -0.7555555555555555, -0.7488888888888889, -0.7411111111111112, -0.7266666666666667, -0.7044444444444444, -0.6544444444444445, -0.6544444444444445, -0.5944444444444444, -0.5944444444444444, -0.5322222222222223, -0.5322222222222223, -0.4722222222222222, -0.44, -0.44, -0.4088888888888889, -0.39666666666666667, -0.32222222222222224, -0.29333333333333333, -0.2822222222222222, -0.25666666666666665, -0.23555555555555555, -0.21333333333333335, -0.19444444444444445, -0.17555555555555555, -0.15888888888888889, -0.15333333333333332, -0.14444444444444443, -0.13111111111111112, -0.13111111111111112, -0.12333333333333334, -0.12222222222222222, -0.12222222222222222, -0.12222222222222222, -0.12222222222222222, -0.12222222222222222, -0.1322222222222222, -0.14222222222222222, -0.15666666666666668, -0.17222222222222222, -0.18888888888888888, -0.2088888888888889, -0.23555555555555555, -0.26555555555555554, -0.29333333333333333, -0.32555555555555554, -0.3566666666666667, -0.39222222222222225, -0.4266666666666667, -0.4588888888888889, -0.5166666666666667, -0.5166666666666667, -0.5711111111111111, -0.5711111111111111, -0.6088888888888889, -0.6088888888888889, -0.6322222222222222, -0.6366666666666667, -0.6366666666666667, -0.6366666666666667, -0.6366666666666667, -0.6233333333333333, -0.6077777777777778, -0.59, -0.5688888888888889, -0.5444444444444444, -0.5144444444444445, -0.4866666666666667, -0.45111111111111113, -0.3844444444444444, -0.3377777777777778, -0.2911111111111111, -0.18333333333333332, -0.18333333333333332, -0.11, -0.11, -0.027777777777777776, 0.0022222222222222222, 0.028888888888888888, 0.05, 0.06333333333333334, 0.07444444444444444, 0.07777777777777778, 0.07888888888888888, 0.07888888888888888, 0.07333333333333333, 0.06111111111111111, 0.05333333333333334, 0.027777777777777776, 0.0077777777777777776, -0.043333333333333335, -0.043333333333333335, -0.13666666666666666, -0.13666666666666666, -0.20555555555555555, -0.20555555555555555, -0.28444444444444444, -0.31777777777777777, -0.3422222222222222, -0.3566666666666667, -0.3566666666666667, -0.3655555555555556, -0.3655555555555556, -0.36444444444444446, -0.35, -0.33, -0.30666666666666664, -0.2777777777777778, -0.2222222222222222, -0.17444444444444446, -0.11888888888888889, -0.09333333333333334, 0.0011111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0011111111111111111, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0022222222222222222, -0.0033333333333333335, -0.0044444444444444444, -0.005555555555555556, -0.006666666666666667, -0.006666666666666667, -0.0077777777777777776, -0.008888888888888889, -0.011111111111111112, -0.011111111111111112, -0.012222222222222223, -0.013333333333333334, -0.014444444444444444, -0.015555555555555555, -0.015555555555555555, -0.016666666666666666, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.017777777777777778, -0.01888888888888889, -0.022222222222222223, -0.024444444444444446, -0.027777777777777776, -0.034444444444444444, -0.04111111111111111, -0.052222222222222225, -0.052222222222222225, -0.06, -0.06, -0.06333333333333334, -0.06333333333333334, -0.06333333333333334, -0.06333333333333334, -0.06333333333333334, -0.06333333333333334, -0.06222222222222222, -0.05, -0.04666666666666667, -0.04555555555555556, -0.042222222222222223, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04111111111111111, -0.04555555555555556, -0.05, -0.05333333333333334, -0.058888888888888886, -0.06777777777777778, -0.07555555555555556, -0.09555555555555556, -0.1111111111111111, -0.1288888888888889, -0.14555555555555555, -0.16111111111111112, -0.17666666666666667, -0.18888888888888888, -0.2, -0.2088888888888889, -0.21444444444444444, -0.21666666666666667, -0.21777777777777776, -0.21777777777777776, -0.21777777777777776, -0.19666666666666666, -0.19666666666666666, -0.15666666666666668, -0.15666666666666668, -0.11222222222222222, -0.11222222222222222, -0.06, -0.03111111111111111, -0.03111111111111111, -0.02, 0.04111111111111111, 0.06555555555555556, 0.08777777777777777, 0.10555555555555556, 0.12444444444444444, 0.1411111111111111, 0.15555555555555556, 0.16444444444444445, 0.17, 0.17, 0.17, 0.16111111111111112, 0.10888888888888888, 0.10888888888888888, 0.06333333333333334, 0.06333333333333334, 0.0, -0.03222222222222222, -0.06111111111111111, -0.09111111111111111, -0.11666666666666667, -0.14666666666666667, -0.17444444444444446, -0.20333333333333334, -0.2311111111111111, -0.26222222222222225, -0.2922222222222222, -0.30333333333333334, -0.3388888888888889, -0.35555555555555557, -0.3711111111111111, -0.3711111111111111, -0.3711111111111111, -0.3711111111111111, -0.3277777777777778, -0.3277777777777778, -0.25333333333333335, -0.21333333333333335, -0.17333333333333334, -0.14, -0.14, -0.08, -0.05555555555555555, -0.04777777777777778, -0.017777777777777778, -0.0033333333333333335, 0.008888888888888889, 0.015555555555555555, 0.023333333333333334, 0.023333333333333334, 0.023333333333333334, 0.02, -0.0022222222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0005087079771328717, 0.013162915973225608, 0.024871124973287806, 0.03099554099026136, 0.041398582980036736, 0.04695179098052904, 0.05734183298773132, 0.06232795797404833, 0.0738892079971265, 0.07887329097138718, 0.09059716598130763, 0.0956278329831548, 0.1073729999770876, 0.11229195797932334, 0.12399020799784921, 0.12896654097130522, 0.1406401249987539, 0.14534841597196646, 0.15717304099234752, 0.1619609159824904, 0.17385812499560416, 0.1788145829923451, 0.1916599579853937, 0.198107665986754, 0.2076556249812711, 0.21384937499533407, 0.22435987499193288, 0.23026316598406993, 0.24162695798440836, 0.24773274999461137, 0.2579406249860767, 0.2638257499784231, 0.27495395799633116, 0.28112199998577125, 0.29120491599314846, 0.2970723329926841, 0.30774158297572285, 0.3135359579755459, 0.3247700829815585, 0.3306059579772409, 0.3418854579795152, 0.3481039999751374, 0.3579568749992177, 0.36366695797187276, 0.3746885409927927, 0.3806135409977287, 0.391406165988883, 0.39739404097781517, 0.40834912497666664, 0.4147675409913063, 0.4245601659931708, 0.430326999980025, 0.44187695797882043, 0.4480538749776315, 0.45858658297220245, 0.4651567499968223, 0.47495329097728245, 0.4812940829724539, 0.49163270799908787, 0.4978207499952987, 0.5083788329793606, 0.514940040971851, 0.5246751249942463, 0.5312826249864884, 0.5418996249791235, 0.5484056249842979, 0.5585432079969905, 0.5651904579717666, 0.574952624971047, 0.5812345829908736, 0.5916002499870956, 0.5979065409919713, 0.6083822499786038, 0.6203264159848914, 0.6273217909911182, 0.6423341249756049, 0.6488761659711599, 0.6585339999874122, 0.6650462079851422, 0.6753451249969658, 0.6818474159808829, 0.692356582992943, 0.698353457992198, 0.7074211659783032, 0.7133687079767697, 0.7255665409902576, 0.7321677079889923, 0.7411903749743942, 0.7481026659952477, 0.7586415829719044, 0.7650995409931056, 0.7753104999719653, 0.781781499972567, 0.7920103749784175, 0.7985321249871049, 0.8085872079827823, 0.8147904579818714, 0.8252741249743849, 0.8316780409950297, 0.8420287909975741, 0.8482014159963001, 0.8581742499954998, 0.8644183749856893, 0.8749129159841686, 0.8812886249797884, 0.8915619159815833, 0.8981454579916317, 0.9085336659918539, 0.9149157499778084, 0.9252068749919999, 0.9316332079761196, 0.9419716249976773, 0.9485526659991592, 0.9584422499756329, 0.9646796249726322, 0.9751917909889016, 0.9812776659964584, 0.9917935829726048, 0.998025749984663, 1.0087385829829145, 1.0147596249880735, 1.0252049159898888, 1.0311861659865826, 1.0420575409953017, 1.04846333299065, 1.0573679159861058, 1.0635501659999136, 1.07517841598019, 1.0820433749759104, 1.0918352909793612, 1.0980511249799747, 1.1086379999760538, 1.1149760829866864, 1.125343082996551, 1.131841040973086, 1.1419473749992903, 1.148210499988636, 1.1584491249814164, 1.16441458297777, 1.1755189579853322, 1.1817377909901552, 1.19208370798151, 1.1990146249881946, 1.2074428749911021, 1.2136911659908947, 1.225497915991582, 1.232188749971101, 1.2414620409836061, 1.24783154099714, 1.2580115409800783, 1.264417540980503, 1.2752663329883944, 1.281331499980297, 1.292406790977111, 1.298615207982948, 1.3086999579973053, 1.315014165971661, 1.325292207999155, 1.3314240409818012, 1.342248415981885, 1.3485762079944834, 1.3585621659876779, 1.3642573749821167, 1.3750667079875711, 1.3805716249917168, 1.3917685829801485, 1.398062915977789, 1.4076931249874178, 1.4135259579925332, 1.4250259999826085, 1.430853332974948, 1.4418428749777377, 1.4477820829779375, 1.458527790993685, 1.4643271249951795, 1.4750517909997143, 1.4809084159787744, 1.4918434159772005, 1.4980536249931902, 1.508299665991217, 1.5145268749911338, 1.5249232909991406, 1.5310872909903992, 1.5416933329834137, 1.5478254579938948, 1.5582035829720553, 1.564366082980996, 1.5749523749982473, 1.581178499996895, 1.5915927499881946, 1.5980050829821266, 1.6083717909932602, 1.6145589999796357, 1.6248744999757037, 1.6318352499802131, 1.6422265829751268, 1.6491270829865243, 1.658438207989093, 1.6651937499991618, 1.6753728749754373, 1.6817549999977928, 1.6919458329793997, 1.6982198329933453, 1.7085937909723725, 1.7149426659743767, 1.7256418749748264, 1.7316034579998814, 1.7420305409759749, 1.7483754999993835, 1.7574736249807756, 1.7638374579837546, 1.7750850409793202, 1.7811102909909096, 1.7919233749853447, 1.7983147499908227, 1.808940499991877, 1.8154314999992494, 1.8252732909750193, 1.83163954099291, 1.841983332997188, 1.8483603749773465, 1.8586139999970328, 1.8651187499926891, 1.875229582976317, 1.8813727909873705, 1.8919760409917217, 1.89846166598727, 1.9088956249761395, 1.9149630409956444, 1.924140457995236, 1.9306444579851814, 1.9421868749777786, 1.9488817079982255, 1.958279374986887, 1.964140915981261, 1.9751523749728221, 1.9814548329741228, 1.9918247079767752, 1.9979387909988873, 2.008954040997196, 2.015125124977203, 2.02531779097626, 2.0317663329769857, 2.0419670829724055, 2.0482709579810034, 2.058623999997508, 2.0650107499968726, 2.0753027079917956, 2.081533499993384, 2.0918050409818534, 2.0978332909871824, 2.108999040996423, 2.115393332991516, 2.1240211659751367, 2.1298304999945685, 2.1426235829712823, 2.149084832984954, 2.158181374979904, 2.164395499974489, 2.175411415984854, 2.1818026659893803, 2.1919398329919204, 2.19825404099538, 2.2086147909867577, 2.2147774159966502, 2.2251094999955967, 2.231128624989651, 2.2422289999958593, 2.248383665981237, 2.2586142079962883, 2.2650036249833647, 2.2756657499994617, 2.2814836659817956, 2.2914405829797033, 2.2979489999997895, 2.3088255409966223, 2.3157135409710463, 2.3251939159817994, 2.332025165989762, 2.3421652499819174, 2.3489079579885583, 2.3585790829965845, 2.36515854098252, 2.375338332989486, 2.381869665987324, 2.3920199159765616, 2.3990105409757234, 2.408943749993341, 2.4150927079899702, 2.4251629159844015, 2.431237290991703, 2.442111374984961, 2.447861082997406, 2.4580449999775738, 2.464290665986482, 2.4747382079949602, 2.480751540977508, 2.4921282079885714, 2.4983496659842785, 2.508392082992941, 2.514520457974868, 2.5255907499813475, 2.5317644999886397, 2.5418404579977505, 2.547894332994474, 2.5589012499840464, 2.565161457983777, 2.5751624159747735, 2.5811910829797853]",[],484141,2024-03-27_15h33.18.032,mouse_version_ibl,2023.2.3,120.00329961293984,2024-03-27 15h33.25.421527 +0100,
