thisRow.t,notes,block_breaks,age.started,age_txt.started,age_slider.started,continue_txt_4.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,n,0.011701000039465725,0.048674624995328486,0.048674624995328486,0.048674624995328486,,,,,,,
