trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,og_eccentricity,og_contrast,og_q,eccentricity,baseContrast,contrastDelta,q,thisRow.t,notes,block_breaks,welcome.started,welcome.stopped,fix.started,iti,signed_contrast,leftCont,rightCont,fix.stopped,trial.started,mouse.started,reaction_time,response_time,trial.stopped,correct,timeout,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,feedback.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.9609944999683648,,y,0.038193666958250105,0.7825217919889838,0.9210679170209914,0.6735743455410537,-0.19999999999999996,0.7,0.5,1.6200461249100044,1.6200679580215365,0.011106458958238363,543,700,2.3216264999937266,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14597977216138203, 0.29195954432276405, 0.7298988608069101, 1.3624778735062324, 2.0923767343131425, 2.9195954432276405, 3.844134000249727, 4.963312253486989, 6.179810354831839, 7.444968380230484, 8.028887468876011, 9.148065722113273, 10.07260427913536, 11.191782532372622, 12.019001241287121, 12.846219950201618, 13.47879896290094, 13.47879896290094, 14.306017671815438, 15.133236380729935]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.14597977216138203, -0.19463969621517604, -0.3406194683765581, -0.4865992405379401, -0.5839190886455281, -0.7298988608069101, -0.7785587848607042, -0.8272187089144982, -0.9731984810758803, -1.0705183291834681, -1.1191782532372623, -1.1678381772910562, -1.3138179494524382, -1.3138179494524382, -1.3624778735062324, -1.4597977216138203]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000483207986690104, 0.014577166992239654, 0.02246458304580301, 0.03027112502604723, 0.03802637499757111, 0.04581437504384667, 0.0534935420146212, 0.062398458016104996, 0.07037529197987169, 0.07834033307153732, 0.08612641703803092, 0.2616636250168085, 0.2695281250635162, 0.2789968750439584, 0.2867169170640409, 0.2956659580813721, 0.30363362503703684, 0.31152900005690753, 0.3192504170583561, 0.3289949999889359, 0.3366925830487162, 0.34562079200986773, 0.3531581669813022, 0.362405167077668, 0.3704125420190394, 0.37812258303165436, 0.38577312498819083, 0.3956740000285208, 0.4033550419844687, 0.41236520803067833, 0.41998220805544406, 0.4290775000117719, 0.4368071249919012, 0.44579287501983345, 0.45345024997368455, 0.4624304170720279, 0.4700719170505181, 0.4790172920329496, 0.48654912505298853, 0.49561104201711714, 0.5033403330016881, 0.5123838750878349, 0.5209891670383513, 0.5299319580662996, 0.5382219579769298, 0.5465892920037732, 0.5554019170813262, 0.5635975829791278, 0.5720057080034167, 0.5802666250383481, 0.5885890420759097, 0.5969426670344546, 0.6050577500136569, 0.6131333750672638, 0.6211960420478135, 0.6289529580390081, 0.6374798329779878, 0.6454047920415178, 0.6535532079869881, 0.6619170830817893, 0.6700728749856353, 0.6785915420623496, 0.686799833085388]",2.323584249941632,,,,,,,
