thisRow.t,notes,block_breaks,welcome.started,continue_txt.started,welcome.stopped,mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.clicked_name,consent_form.started,consent_txt.started,continue_txt_3.started,exit_txt.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,n,0.06106304191052914,0.07486041693482548,5.9200139589374885,[-0.030555555555555555],[-0.5933333333333334],[1],[0],[0],[5.8582770000211895],['continue_txt'],,,,,925530,2024-04-14_16h05.04.057,pedestal_cursor_ibl,2023.2.3,None,2024-04-14 16h05.14.348027 +0200,
,,,,,,,,,,,,,5.920234749908559,5.9285614169202745,5.9285614169202745,5.9285614169202745,,,,,,,
