block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,biasPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,contrast_gr,thisRow.t,notes,set_bias_condition.started,bias_file,bias_yn,set_bias_condition.stopped,fix.started,iti,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.012920374982059002,bias_block.xlsx,1,0.013765749987214804,0.029122082982212305,2.344567007018922,,,,,,,,
