og_eccentricity,og_contrast,og_q,eccentricity,baseContrast,contrastDelta,q,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_breaks,welcome.started,welcome.stopped,fix.started,iti,signed_contrast,leftCont,rightCont,fix.stopped,trial.started,mouse.started,reaction_time,response_time,trial.stopped,correct,timeout,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,feedback.started,feedback_sound.started,fixation_obj_2.started,feedback_sound.stopped,fixation_obj_2.stopped,feedback.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
-35,1,0.61010396,-15,0.5,0.2,0.61010396,0,0,0,0,0.9654006250202656,,y,0.01876449992414564,0.7969283339334652,0.934265041956678,0.5485977594310456,-0.19999999999999996,0.7,0.5,1.5048760420177132,1.504906708956696,0.012294334010221064,557,673,2.1799434169661254,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.632579012699322, 1.2164981013448501, 1.8490771140441726, 2.4816561267434945, 3.1628950634966104, 3.892793924303521, 4.720012633218019, 5.44991149402493, 6.958369139692543, 8.710126405629127, 10.413223747511918, 11.921681393179531, 13.47879896290094, 14.841276836407173, 15.376536000998907]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.09731984810758802, -0.09731984810758802, -0.09731984810758802, -0.14597977216138203, -0.14597977216138203, -0.14597977216138203, -0.24329962026897006, -0.24329962026897006, -0.24329962026897006, -0.24329962026897006]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00045833399053663015, 0.015527541982010007, 0.023894708952866495, 0.034553625038824975, 0.04223695897962898, 0.05034154199529439, 0.05801129201427102, 0.0678131669992581, 0.07555399998091161, 0.0845341250533238, 0.2605724170571193, 0.26869462500326335, 0.27640570898074657, 0.2841063749510795, 0.2917763750301674, 0.30116179201286286, 0.30877508397679776, 0.3178415419533849, 0.3253762919921428, 0.3345863340655342, 0.34239216696005315, 0.35123583395034075, 0.3588165839901194, 0.3678608749760315, 0.37550966697745025, 0.384182250010781, 0.39187320903874934, 0.40072883397806436, 0.4083673340501264, 0.4173459169687703, 0.4248398339841515, 0.43451229203492403, 0.4422478750348091, 0.45125033403746784, 0.4588819589698687, 0.4678638339973986, 0.4754730419954285, 0.48463237495161593, 0.49227120901923627, 0.5011365839745849, 0.5088317090412602, 0.5174630420515314, 0.5249864590587094, 0.5349699590587988, 0.5437198750441894, 0.5523672089911997, 0.5609082089504227, 0.569130584015511, 0.5773300000000745, 0.5853693339740857, 0.5935022920602933, 0.6019217920256779, 0.6100330840563402, 0.618041625013575, 0.6259150840342045, 0.6342416669940576, 0.6420461250236258, 0.6512642919551581, 0.6598426670534536]",2.18174441694282,2.1949513336333135,2.2041869999375194,2.552610749960877,3.2056894169654697,3.188136416953057,374735,2024-04-11_15h34.35.184,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 15h34.43.540982 +0200,
-35,0.125,0.60337632,-15,0.5,0.05,0.60337632,0,1,1,1,3.2056894169654697,,,,,3.188745666993782,0.4443372196612998,-0.050000000000000044,0.55,0.5,3.6383094169432297,3.6383424169616774,0.013363583944737911,607,706,4.346441000001505,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14597977216138203, 0.4865992405379401, 0.9245385570220863, 1.7517572659365843, 2.8222755951200527, 4.038773696464903, 5.595891266186311, 7.298988608069101, 9.00208594995189, 10.851163063996063, 12.554260405878855, 14.451997443976822, 16.15509478585961]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04865992405379401, -0.14597977216138203, -0.29195954432276405, -0.3406194683765581, -0.4379393164841461, -0.5352591645917341, -0.632579012699322, -0.7298988608069101, -0.8272187089144982, -0.8272187089144982, -0.8758786329682922]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004347920184955001, 0.0113626669626683, 0.019413874950259924, 0.02736262499820441, 0.03515912499278784, 0.04289237502962351, 0.05069783399812877, 0.05856358399614692, 0.06824687495827675, 0.07593216700479388, 0.08490516699384898, 0.25983458396513015, 0.26777229201979935, 0.2750497499946505, 0.284456874942407, 0.2920832500094548, 0.30113520903978497, 0.3087852919707075, 0.31828604196198285, 0.3258423750521615, 0.33497099997475743, 0.3425869590137154, 0.3515723339514807, 0.35915779194328934, 0.3684287089854479, 0.37631683400832117, 0.38405837502796203, 0.3916945840464905, 0.4015365419909358, 0.4091830840334296, 0.41839104203972965, 0.4260024999966845, 0.43484491703566164, 0.44252683396916837, 0.451571875018999, 0.4592357500223443, 0.4682515839813277, 0.47595420898869634, 0.48498541698791087, 0.49259458400774747, 0.501547500025481, 0.5093452499713749, 0.5183322499506176, 0.5260337500367314, 0.534988124971278, 0.5425340839428827, 0.5515710000181571, 0.5593053339980543, 0.5683085840428248, 0.5762522920267656, 0.5848227919777855, 0.5934666249668226, 0.6014076670398936, 0.6097794170491397, 0.6180357920238748, 0.6266464589862153, 0.6344925420125946, 0.6430076250107959, 0.6507877920521423, 0.6591841250192374, 0.6678865839494392, 0.6761398339876905, 0.6853010839549825, 0.6933181249769405]",4.347870249999687,4.361357750666017,4.3537686669733375,4.7150466670282185,5.35650837502908,5.3383869170211256,374735,2024-04-11_15h34.35.184,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 15h34.43.540982 +0200,
-35,1,0.61869807,-15,0.5,0.2,0.61869807,0,2,2,2,5.35650837502908,,,,,5.339072208967991,0.5390679041465107,-0.19999999999999996,0.7,0.5,5.888340124976821,5.888374542002566,0.011967875063419342,490,606,6.495690624928102,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04865992405379401, 0.3406194683765581, 0.6812389367531162, 1.0705183291834681, 1.6057774937752023, 2.5789759748510828, 3.795474076195933, 5.011972177540783, 6.423109975100809, 7.931567620768423, 9.488685190489832, 11.045802760211242, 12.554260405878855, 14.111377975600265, 15.66849554532167]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04865992405379401, 0.04865992405379401, 0.19463969621517604, 0.29195954432276405, 0.3892793924303521, 0.4865992405379401, 0.5352591645917341, 0.5352591645917341, 0.5352591645917341]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00037158303894102573, 0.0111056660534814, 0.01923400000669062, 0.02706524997483939, 0.03630945808254182, 0.044012665981426835, 0.052952833008021116, 0.06086900003720075, 0.06873108306899667, 0.07633150008041412, 0.08624158299062401, 0.2600947910686955, 0.26793937501497567, 0.2753807910485193, 0.2866653329692781, 0.2942712079966441, 0.3023356250487268, 0.30986070807557553, 0.31959579105023295, 0.3273005409864709, 0.3362620830303058, 0.3438602910609916, 0.35289279103744775, 0.36053837498184294, 0.3696728750364855, 0.3772123330272734, 0.3858338750433177, 0.39346137503162026, 0.40291641606017947, 0.41059212503023446, 0.4197846660390496, 0.4274137910688296, 0.4361950830789283, 0.44383674999698997, 0.45293954107910395, 0.46057737502269447, 0.4700945409713313, 0.4785476659890264, 0.4874934999970719, 0.49593304097652435, 0.5041225830791518, 0.5122600410832092, 0.5204828750574961, 0.5286676660180092, 0.5368921250337735, 0.5450619580224156, 0.5533373330254108, 0.5613866250496358, 0.5694630410289392, 0.577367875026539, 0.5862567500444129, 0.5940324580296874]",6.497031042003073,6.5107163335817555,6.503421584027819,6.86827741691377,7.505257042008452,7.4887788749765605,374735,2024-04-11_15h34.35.184,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 15h34.43.540982 +0200,
35,0.0625,0.55997489,15,0.5,0.02,0.55997489,0,3,3,3,7.505257042008452,,,,,7.4893770419294015,0.6778835140122066,0.020000000000000018,0.5,0.52,8.171548458980396,8.1715821250109,0.013074917020276189,432,540,8.712810166995041,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3406194683765581, -0.6812389367531162, -1.1191782532372623, -1.5084576456676142, -2.0437168102593484, -2.5789759748510828, -3.795474076195933, -5.1579519497021655, -6.715069519423574, -9.82930465886639, -10.802503139942269, -12.846219950201618, -14.938596684514762, -16.98231349477411]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04865992405379401, 0.14597977216138203, 0.3406194683765581, 0.4379393164841461]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004087500274181366, 0.01108470803592354, 0.0190513749839738, 0.026855999953113496, 0.03475791693199426, 0.042444624938070774, 0.05190320801921189, 0.05958337499760091, 0.0682660830207169, 0.07589516695588827, 0.08522054203785956, 0.2590462079970166, 0.2668269579298794, 0.27385799994226545, 0.2855671669822186, 0.2931346669793129, 0.301884250016883, 0.3094489580253139, 0.31857166695408523, 0.32611541694495827, 0.3352661250391975, 0.3427508749300614, 0.35193162492942065, 0.3595372079871595, 0.3685774999903515, 0.3760560000082478, 0.38528299995232373, 0.3927670830162242, 0.4019045829772949, 0.4101468329317868, 0.41870933293830603, 0.4267622500192374, 0.43489604198839515, 0.4429899170063436, 0.4512260420015082, 0.4593339170096442, 0.4683169169584289, 0.4765011250274256, 0.48516058293171227, 0.4936499169562012, 0.5013571250019595, 0.5095959579339251, 0.5186632500262931, 0.526944916928187]",8.713981834007427,8.728011208648484,8.720180416945368,9.085347583983094,9.7205386669375,9.70442604192067,374735,2024-04-11_15h34.35.184,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 15h34.43.540982 +0200,
-35,0.25,0.67488689,-15,0.5,0.1,0.67488689,0,4,4,4,9.7205386669375,,,,,9.704704709001817,0.412531111325877,-0.09999999999999998,0.6,0.5,10.12173404195346,10.121770333964378,0.012394958059303463,441,548,10.67059670900926,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29195954432276405, 0.632579012699322, 1.1678381772910562, 1.7517572659365843, 2.3843362786359066, 3.6008343799807565, 5.011972177540783, 6.520429823208397, 8.077547392929805, 9.634664962651215, 11.143122608318828, 12.700240178040238, 14.208697823707851, 15.765815393429259]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.29195954432276405, -0.4379393164841461, -0.632579012699322, -0.7785587848607042, -0.9731984810758803, -1.1191782532372623, -1.3138179494524382]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000394958071410656, 0.011079000076279044, 0.01909045805223286, 0.026917625102214515, 0.035900750081054866, 0.04364175000227988, 0.05164512502960861, 0.05943179107271135, 0.0691559580154717, 0.07693841599393636, 0.0858650830341503, 0.26182204100769013, 0.2704896660288796, 0.27826604107394814, 0.2859833330148831, 0.2936936250189319, 0.30245029099751264, 0.3100327500142157, 0.3191561250714585, 0.3268226250074804, 0.3358714160276577, 0.34351554105523974, 0.352481666021049, 0.3600340409902856, 0.3690999581012875, 0.37675170809961855, 0.38543004100210965, 0.39311204105615616, 0.40246508305426687, 0.4100301660364494, 0.41964291606564075, 0.4281930410070345, 0.4368269999977201, 0.44491854100488126, 0.45369379105977714, 0.46193908306304365, 0.47081170801538974, 0.47903995809610933, 0.48727612500078976, 0.4950054580112919, 0.5033746249973774, 0.5108620000537485, 0.5190977500751615, 0.5274330830434337, 0.5350612080655992]",10.671725541935302,10.685982666622538,10.67868654197082,11.040128791937605,11.688429125002585,11.671438209014013,374735,2024-04-11_15h34.35.184,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 15h34.43.540982 +0200,
-35,0,0.65214593,-15,0.5,0,0.65214593,0,5,5,5,11.688429125002585,,,,,11.67199574992992,0.49714872922848863,0.0,0.5,0.5,12.171553499996662,12.171582791954279,0.013011166942305863,423,582,12.754488708917052,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04865992405379401, 0.29195954432276405, 0.7298988608069101, 1.265158025398644, 1.7517572659365843, 2.2870164305283183, 3.357534759711787, 4.5740328610566365, 5.9851706586166635, 6.471769899154603, 7.736927924553247, 8.807446253736716, 9.926624506973978, 10.753843215888477, 11.678381772910562, 12.408280633717473, 13.138179494524383, 13.770758507223704, 14.451997443976822, 15.181896304783733]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.19463969621517604, -0.24329962026897006, -0.29195954432276405, -0.3892793924303521, -0.4379393164841461, -0.5352591645917341, -0.5352591645917341, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.632579012699322, -0.632579012699322, -0.632579012699322]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00042570894584059715, 0.011102958931587636, 0.019152416964061558, 0.026959458948113024, 0.03474833397194743, 0.042461416916921735, 0.051977874943986535, 0.0598000839818269, 0.0677924589253962, 0.07562866702210158, 0.0853652919176966, 0.2601507499348372, 0.26817579194903374, 0.27547020895872265, 0.2849237920017913, 0.2926811670185998, 0.30157241702545434, 0.30913987499661744, 0.3187054169829935, 0.32642762502655387, 0.3353916249470785, 0.34297337499447167, 0.352032084017992, 0.359618499991484, 0.368192124995403, 0.3758758340263739, 0.3853086669696495, 0.39280004194006324, 0.40203795896377414, 0.41018937493208796, 0.41842883394565433, 0.42695616697892547, 0.43551783391740173, 0.4439033339731395, 0.4522735419450328, 0.4603099590167403, 0.4690291249426082, 0.47767958394251764, 0.4861839999211952, 0.49433945899363607, 0.5023926249705255, 0.5105056669563055, 0.5182730419328436, 0.5264027919620275, 0.5353449169779196, 0.5435360840056092, 0.5522951669991016, 0.5608014999888837, 0.5685069999890402]",12.75613562494982,12.769850583692703,12.762691334006377,13.124922083923593,13.771760124946013,13.754894166951999,374735,2024-04-11_15h34.35.184,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 15h34.43.540982 +0200,
-35,0.125,0.4835406,-15,0.5,0.05,0.4835406,0,6,6,6,13.771760124946013,,,,,13.755438291933388,0.6152833013348659,-0.050000000000000044,0.55,0.5,14.371489792014472,14.371520875021815,0.012769332970492542,415,514,14.887628959026188,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4379393164841461, 0.9731984810758803, 1.4597977216138203, 2.0923767343131425, 2.8222755951200527, 3.6494943040345507, 5.1579519497021655, 6.90970921563875, 8.758786329682922, 10.461883671565712, 12.164981013448504, 13.868078355331292, 15.4251959250527]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.14597977216138203, -0.29195954432276405, -0.4379393164841461, -0.7785587848607042, -1.0705183291834681, -1.3624778735062324, -1.6057774937752023, -1.8977370380979666, -2.1410366583669362]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00039708404801785946, 0.011127792065963149, 0.01921487506479025, 0.027114000055007637, 0.03492095903493464, 0.042788209044374526, 0.05185241706203669, 0.05972025007940829, 0.06906312506180257, 0.07674437505193055, 0.08564433397259563, 0.2620336670661345, 0.27123354200739413, 0.2792628339957446, 0.2870900840498507, 0.2948296250542626, 0.3024694590130821, 0.3101807920029387, 0.31810600007884204, 0.32574387500062585, 0.33562741708010435, 0.3433547500753775, 0.3524238340323791, 0.36000195902306587, 0.36903187504503876, 0.37665616697631776, 0.38569316698703915, 0.3947158750379458, 0.40293645905330777, 0.411044167005457, 0.41920020896941423, 0.4272752089891583, 0.43503995903301984, 0.4435445839772001, 0.45190924999769777, 0.4601252500433475, 0.4693904999876395, 0.47769020905252546, 0.485912875039503, 0.49391025002114475, 0.5019951249705628]",14.888728291960433,14.902614291586604,14.894738417002372,15.257748542004265,15.904717208934017,15.888171250000596,374735,2024-04-11_15h34.35.184,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 15h34.43.540982 +0200,
