thisRow.t,notes,block_breaks,age.started,age_txt.started,age_slider.started,continue_txt_4.started,age.stopped,age_slider.response,age_slider.rt,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,instructions.started,instruction_txt.started,continue_txt_2.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,n,0.011521250009536743,0.04611470899544656,0.04611470899544656,0.04611470899544656,25.185611124965362,24,22.922088416060433,[0.0],[-4.622692785110432],[1],[0],[0],[25.165729666943662],['continue_txt_4'],,,,633884,2024-04-15_12h06.54.387,pedestal_cursor_ibl,2023.2.3,None,2024-04-15 12h07.03.375000 +0200,
,,,,,,,,,,,,,,,,,25.18571508396417,25.19232595898211,25.19232595898211,,,,,,,
