thisRow.t,notes,block_breaks,welcome.started,continue_txt.started,welcome.stopped,mouse_1.x,mouse_1.y,mouse_1.leftButton,mouse_1.midButton,mouse_1.rightButton,mouse_1.time,mouse_1.clicked_name,consent_form.started,consent_txt.started,continue_txt_3.started,exit_txt.started,consent_form.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,age.started,age_txt.started,slider.started,age.stopped,slider.response,slider.rt,gender.started,gender.stopped,handedness.started,handedness.stopped,instructions.started,instruction_txt.started,continue_txt_2.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,y,0.04452441702596843,0.06598670897074044,1.2465522920247167,[0.0375],[-0.6155555555555555],[1],[0],[0],[1.2013897500000894],['continue_txt'],,,,,,,,,,,,,,,,,,,,,,,,,,320977,2024-04-14_16h18.27.161,pedestal_cursor_ibl,2023.2.3,None,2024-04-14 16h18.35.987869 +0200,
,,,,,,,,,,,,,1.2466940840240568,1.2549264589324594,1.2549264589324594,1.2549264589324594,2.3956373339751735,[0.3416666666666667],[-0.8266666666666667],[1],[0],[0],[1.1477183749666438],['continue_txt_3'],,,,,,,,,,,,,,320977,2024-04-14_16h18.27.161,pedestal_cursor_ibl,2023.2.3,None,2024-04-14 16h18.35.987869 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,2.3957790000131354,2.7478425840381533,2.7478425840381533,2.778292250004597,10,0.3482398750493303,2.7783129590097815,2.7785564169753343,2.7785689999582246,2.7787932499777526,2.778802499989979,2.7860420839861035,2.7860420839861035,,,,,,,
