trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,og_eccentricity,og_contrast,og_q,eccentricity,baseContrast,contrastDelta,q,thisRow.t,notes,welcome.started,welcome.stopped,fix.started,iti,signed_contrast,leftCont,rightCont,fix.stopped,trial.started,mouse.started,reaction_time,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.9812991669168696,,0.012785541941411793,0.8218365419888869,0.9577238339697942,0.6475203539849617,-0.19999999999999996,0.7,0.5,1.6127630419796333,1.6127816669177264,0.014753792085684836,1142,,,,,,,
