block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,biasPoint,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,contrast_gr,thisRow.t,notes,set_bias_condition.started,bias_file,bias_yn,set_bias_condition.stopped,fix.started,iti,grating_side,biasPoint,eccentricity,fix.stopped,trial.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.5,,,,,,0.05124000000068918,,0.019350582995684817,bias_block.xlsx,1,0.019872458011377603,0.033457832993008196,2.463947997884783,1,0.5,0.35,2.5131597080035135,2.513195583014749,,,,,,,
