thisRow.t,notes,block_breaks,welcome.started,continue_txt.started,mouse_1.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,n,0.03381074999924749,0.05763699999079108,0.03345970797818154,,,,,,,
