og_eccentricity,og_contrast,og_q,eccentricity,baseContrast,contrastDelta,q,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome.stopped,fix.started,iti,signed_contrast,leftCont,rightCont,fix.stopped,trial.started,mouse.started,reaction_time,response_time,trial.stopped,correct,timeout,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,feedback.started,feedback_sound.started,fixation_obj_2.started,feedback_sound.stopped,fixation_obj_2.stopped,feedback.stopped,sound_no_resp.started,mouse.stopped,sound_no_resp.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
-35,0.125,0.60337632,-15,0.5,0.05,0.60337632,0,0,0,0,1.2891204579500481,,0.013049999950453639,1.1241659160004929,1.26351129100658,0.5453447126562107,-0.050000000000000044,0.55,0.5,1.8247976660495624,1.82482383295428,0.018308458966203034,782,1440,3.266194666037336,0,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19463969621517604, -0.3892793924303521, -0.6812389367531162, -0.9245385570220863, -1.265158025398644, -1.8004171899903783, -2.2383565064745246, -2.724955747012465, -3.357534759711787, -3.892793924303521, -4.379393164841461, -5.011972177540783, -5.644551190240105, -6.228470278885633, -6.763729443477367, -7.250328684015308, -7.785587848607042, -7.980227544822218, -8.710126405629127, -8.807446253736716, -9.440025266436038, -9.58600503859742, -10.121264203189153, -10.218584051296743, -10.461883671565712, -10.705183291834683, -10.89982298804986, -11.094462684265034, -11.28910238048021, -11.435082152641593, -11.581061924802974, -11.727041696964356, -11.824361545071945, -11.970341317233327, -12.116321089394708, -12.213640937502296, -12.26230086155609, -12.359620709663679, -12.456940557771267, -12.554260405878855, -12.60292032993265, -12.700240178040238, -12.797560026147824, -12.846219950201618, -12.846219950201618, -12.846219950201618, -12.943539798309207, -13.040859646416793, -13.08951957047059, -13.138179494524383, -13.186839418578176, -13.235499342631972, -13.284159266685766, -13.332819190739558, -13.332819190739558, -13.381479114793352, -13.430139038847148, -13.430139038847148, -13.527458886954735, -13.576118811008529, -13.576118811008529, -13.624778735062323, -13.673438659116117, -13.673438659116117, -13.72209858316991, -13.770758507223704, -13.770758507223704, -13.8194184312775, -13.868078355331292, -13.916738279385086, -13.965398203438882, -14.062718051546469, -14.160037899654057, -14.208697823707851, -14.306017671815438, -14.403337519923026, -14.500657368030616, -14.597977216138203, -14.743956988299583, -15.035916532622348]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.14597977216138203, -0.19463969621517604, -0.24329962026897006, -0.29195954432276405, -0.29195954432276405, -0.3406194683765581, -0.3892793924303521, -0.4379393164841461, -0.4379393164841461, -0.4865992405379401, -0.4865992405379401, -0.5352591645917341, -0.5352591645917341, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.5839190886455281, -0.632579012699322, -0.632579012699322, -0.632579012699322, -0.632579012699322, -0.632579012699322, -0.632579012699322, -0.632579012699322, -0.632579012699322, -0.632579012699322, -0.6812389367531162, -0.6812389367531162, -0.6812389367531162, -0.6812389367531162, -0.6812389367531162, -0.6812389367531162, -0.6812389367531162, -0.6812389367531162, -0.7298988608069101, -0.7298988608069101, -0.7785587848607042, -0.7785587848607042, -0.7785587848607042]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00041158299427479506, 0.01537079201079905, 0.029061042005196214, 0.03701791702769697, 0.045074749970808625, 0.052813207963481545, 0.06192095798905939, 0.0700199999846518, 0.07780891703441739, 0.08570325002074242, 0.0952429580502212, 0.2699727079598233, 0.2780407499521971, 0.28579129197169095, 0.29524437501095235, 0.30288979201577604, 0.3121093329973519, 0.319789957953617, 0.32795816706493497, 0.33535791700705886, 0.3452244170475751, 0.3534342920174822, 0.36121520795859396, 0.36886612500529736, 0.3785450420109555, 0.3862474999623373, 0.39518400002270937, 0.4028671670239419, 0.4118492080597207, 0.41944545798469335, 0.4285535829840228, 0.4362167080398649, 0.44530062505509704, 0.45306070800870657, 0.4609644999727607, 0.46843654196709394, 0.478569749975577, 0.48617845796979964, 0.49480583297554404, 0.5025337080005556, 0.5118464169790968, 0.5194863330107182, 0.5285537920426577, 0.5362611250020564, 0.5455423749517649, 0.5534014999866486, 0.5614340000320226, 0.568778375047259, 0.578585832961835, 0.5865195830119774, 0.5944543749792501, 0.6021517920307815, 0.6119111250154674, 0.6194917500251904, 0.6285452500451356, 0.6362207080237567, 0.6447606669971719, 0.6524610830238089, 0.6618899999884889, 0.6696263749618083, 0.6786447920603678, 0.6862231249688193, 0.6952705420553684, 0.702932000043802, 0.7114553330466151, 0.7189697920111939, 0.7286015000427142, 0.7362066250061616, 0.7452499170321971, 0.7538806250086054, 0.7626472919946536, 0.7708513749530539, 0.7791017499985173, 0.7880256250500679, 0.7959150000242516, 0.8047731249826029, 0.8131448749918491, 0.8214805419556797, 0.8296495419926941, 0.8378792500589043, 0.845728832995519, 0.8542696250369772, 0.8621656670002267, 0.8711131670279428, 0.878889458021149, 0.8876979580381885, 0.8955205420497805, 0.9039859999902546, 0.9119489580625668, 0.9204364579636604, 0.9281727500492707, 0.936514166998677, 0.9458603330422193, 0.9539914580527693, 0.9620191670255736, 0.9700109170516953, 0.9790949580492452, 0.9872640829999, 0.9953146670013666, 1.00336758303456, 1.0125236250460148, 1.020407082978636, 1.0283736670389771, 1.0362929579569027, 1.045622583013028, 1.053483417024836, 1.0617600419791415, 1.0697020830120891, 1.0785705000162125, 1.086432500043884, 1.095666000037454, 1.1036503750365227, 1.1119437919696793, 1.1198755420045927, 1.1285183749860153, 1.1364085420500487, 1.1453633330529556, 1.1531700829509646, 1.161179417045787, 1.168948792037554, 1.1785316669847816, 1.1866800000425428, 1.1946777920238674, 1.2025236249901354, 1.2116180419689044, 1.219468833063729, 1.228146000066772, 1.2364761249627918, 1.2453168750507757, 1.2541663330048323, 1.2619439580012113, 1.2701531250495464, 1.2778062500292435, 1.2857370000565425, 1.2948593329638243, 1.303495042026043, 1.3110880419844761, 1.3194451669696718, 1.3292040419764817, 1.3373662499943748, 1.3454037080518901, 1.3533380420412868, 1.362386416993104, 1.3703597499988973, 1.3783938330598176, 1.3866186670493335, 1.3959438749589026, 1.4041821249993518, 1.4122559999814257, 1.4201198749942705]",3.2697182500269264,3.2977729162744556,3.2941174160223454,3.9502849159762263,5.296505165984854,5.280767707969062,,,,110370,2024-04-11_14h46.44.851,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 14h46.52.844997 +0200,
-35,1,0.61869807,-15,0.5,0.2,0.61869807,0,1,1,1,5.296505165984854,,,,5.2810908750398085,0.5552652076569431,-0.19999999999999996,0.7,0.5,5.841598583036102,5.841628083027899,0.012564958073198795,557,773,6.616332749952562,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04865992405379401, 0.24329962026897006, 0.4379393164841461, 0.7298988608069101, 0.9731984810758803, 1.265158025398644, 1.5084576456676142, 2.1410366583669362, 3.2115549875504046, 4.087433620518697, 4.476713012949049, 5.352591645917341, 6.033830582670457, 7.736927924553247, 8.564146633467745, 8.564146633467745, 9.294045494274656, 9.975284431027772, 10.607863443727094, 11.143122608318828, 11.629721848856768, 12.164981013448504, 13.284159266685766, 13.284159266685766, 14.014058127492675, 14.646637140191997, 15.765815393429259]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04865992405379401, -0.09731984810758802, -0.14597977216138203, -0.19463969621517604, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405, -0.29195954432276405]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00038654101081192493, 0.01091349998023361, 0.019059874932281673, 0.02695795800536871, 0.034945833031088114, 0.04276812495663762, 0.052335500018671155, 0.060059749986976385, 0.06909141596406698, 0.07682658301200718, 0.0856385410297662, 0.26048141601495445, 0.2683134579565376, 0.2756738750031218, 0.2851817909395322, 0.29282887501176447, 0.3024702499387786, 0.3101532500004396, 0.31901429092977196, 0.32667841599322855, 0.3356452080188319, 0.34320350002963096, 0.35230108303949237, 0.3598452910082415, 0.36860649997834116, 0.37632791593205184, 0.38560791593044996, 0.3932042910018936, 0.40230508300010115, 0.4100039160111919, 0.41898724995553493, 0.4266221249708906, 0.4357070829719305, 0.4434225410223007, 0.4518747079418972, 0.4597777909366414, 0.4689425409305841, 0.47659608302637935, 0.48561379103921354, 0.4932225829688832, 0.502306415932253, 0.5103512909263372, 0.5181552909780294, 0.5257123749470338, 0.5359730829950422, 0.5443654999835417, 0.5522990409517661, 0.5609258329495788, 0.5688216249691322, 0.5775068750372157, 0.5859462500084192, 0.5942254579858854, 0.6028088330058381, 0.611278707976453, 0.619915832998231, 0.6284222910180688, 0.6371331659611315, 0.6456817910075188, 0.6539328750222921, 0.6620836249785498, 0.6702021659584716, 0.6783106250222772, 0.6864252910017967, 0.6943126659607515, 0.702369875041768, 0.7102994580054656, 0.7194281249539927, 0.7272788749542087, 0.7352473749779165, 0.7431248329812661, 0.752741041011177, 0.7607239159988239]",6.6179051250219345,6.631574416711616,6.6400258330395445,,7.643383165937848,7.6247630410362035,,,,110370,2024-04-11_14h46.44.851,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 14h46.52.844997 +0200,
35,0.0625,0.55997489,15,0.5,0.02,0.55997489,0,2,2,2,7.643383165937848,,,,7.625338332960382,0.44125698666197777,0.020000000000000018,0.5,0.52,8.074859958025627,8.07488533295691,0.012792541994713247,681,822,8.89858566597104,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04865992405379401, -0.09731984810758802, -0.24329962026897006, -0.24329962026897006, -0.8758786329682922, -1.7030973418827904, -2.3356763545821124, -3.1628950634966104, -4.233413392680078, -5.206611873755959, -6.423109975100809, -6.423109975100809, -9.34270541832845, -10.89982298804986, -12.26230086155609, -13.8194184312775, -14.451997443976822, -15.52251577316029]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.14597977216138203, -0.24329962026897006, -0.29195954432276405, -0.29195954432276405, -0.3892793924303521, -0.4865992405379401, -0.5352591645917341, -0.632579012699322, -0.6812389367531162, -0.7785587848607042]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00039958301931619644, 0.011080874945037067, 0.019135333015583456, 0.027039374923333526, 0.03479858301579952, 0.04261629097163677, 0.0521045409841463, 0.05970920796971768, 0.06881720793899149, 0.07650908292271197, 0.08548966597300023, 0.26022116595413536, 0.26808049995452166, 0.2753802079241723, 0.2850171249592677, 0.2925497079268098, 0.30179604096338153, 0.30948549997992814, 0.318853999953717, 0.32648158294614404, 0.33556066593155265, 0.34322124999016523, 0.35230879101436585, 0.3600054159760475, 0.36791333300061524, 0.37525749998167157, 0.3855169579619542, 0.39307541598100215, 0.40210762491915375, 0.41007079102564603, 0.4187997910194099, 0.426335291005671, 0.43545954092405736, 0.44296070793643594, 0.45213883300311863, 0.4597389999544248, 0.4688212079927325, 0.4763795000035316, 0.48542029096279293, 0.49296408297959715, 0.5021389159373939, 0.5097154160030186, 0.5188222079304978, 0.5263122079195455, 0.5354620829457417, 0.543140499969013, 0.5521298330277205, 0.5596494160126895, 0.5687132499879226, 0.576282124966383, 0.585579082951881, 0.5931842909194529, 0.6021299159619957, 0.6097915000282228, 0.6188282079529017, 0.6263537909835577, 0.6355130829615518, 0.6431201659142971, 0.652276707929559, 0.659868040936999, 0.6683985409326851, 0.6765522080240771, 0.6848604159895331, 0.6932590409414843, 0.7018014999339357, 0.7101900830166414, 0.7185884999344125, 0.7271097910124809, 0.735014749923721, 0.7434843749506399, 0.751273832982406, 0.7595294159837067, 0.7692370410077274, 0.7771025409456342, 0.7859407499199733, 0.7938643329543993, 0.8013725409982726, 0.8096054999623448]",8.900232749991119,8.913659666610572,8.906524749938399,,9.90898595796898,9.89146662503481,,,,110370,2024-04-11_14h46.44.851,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 14h46.52.844997 +0200,
-35,0.25,0.67488689,-15,0.5,0.1,0.67488689,0,3,3,3,9.90898595796898,,,,9.89202920801472,0.5850454390021128,-0.09999999999999998,0.6,0.5,10.481019582948647,10.481040833052248,0.011242792010307312,667,792,11.274328666040674,1,n,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.632579012699322, 1.1191782532372623, 1.7517572659365843, 2.2870164305283183, 2.870935519173847, 3.6008343799807565, 4.233413392680078, 4.914652329433195, 6.325790126993221, 7.834247772660835, 9.391365342382244, 10.753843215888477, 11.386422228587797, 13.624778735062323, 14.841276836407173, 16.106434861805816]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09731984810758802, -0.19463969621517604, -0.24329962026897006, -0.4379393164841461, -0.5839190886455281, -0.7785587848607042, -0.8272187089144982, -0.8758786329682922, -0.8758786329682922, -0.8758786329682922, -0.8758786329682922]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003606670070439577, 0.010684542008675635, 0.018302083015441895, 0.03148133307695389, 0.03923241700977087, 0.047162833041511476, 0.05482412502169609, 0.06437633302994072, 0.07220799999777228, 0.08097445801831782, 0.0886512080905959, 0.26448270806577057, 0.27255937503650784, 0.2805050420574844, 0.2880000420846045, 0.2975753750652075, 0.3051828750176355, 0.3142631669761613, 0.32195179199334234, 0.33089254202786833, 0.33850887499284, 0.3475364170735702, 0.35523345798719674, 0.3642612079856917, 0.37193133297841996, 0.380896000075154, 0.38861999998334795, 0.3976634170394391, 0.40530708304140717, 0.41423541703261435, 0.4220159170217812, 0.4317541670752689, 0.43953291699290276, 0.4473339170217514, 0.4550810829969123, 0.4642883330816403, 0.47190075006801635, 0.48091958300210536, 0.48877325002104044, 0.4976378330029547, 0.5052544170757756, 0.5143316669855267, 0.522286833031103, 0.5304824999766424, 0.5380393749801442, 0.54755004204344, 0.5552493330324069, 0.5642491250764579, 0.5721660000272095, 0.5809700830141082, 0.588579542003572, 0.5976324999937788, 0.6054103750502691, 0.6143319170223549, 0.6219748330768198, 0.630992625025101, 0.6387565000914037, 0.6471355829853565, 0.6553077080752701, 0.6637817500159144, 0.6726342079928145, 0.6806875000474975, 0.6895515420474112, 0.697903958032839, 0.7061775830807164, 0.7141803749836981, 0.7226790830027312, 0.7305953750619665, 0.7393245830899104, 0.7470294170780107, 0.7557340420316905, 0.7647883750032634, 0.7726201670011505, 0.7806910420767963]",11.275895916041918,11.289273957667563,11.281933457939886,,12.290769333019853,12.27475470805075,,,,110370,2024-04-11_14h46.44.851,pedestal_cursor_ibl,2023.2.3,None,2024-04-11 14h46.52.844997 +0200,
